Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Boulogne-Billancourt,France,48.8333,2.25,23.65,Broken clouds,1.88,✅ Safe,2025-08-23 20:14:50
Boulogne-sur-Mer,France,50.7167,1.6167,20.98,Overcast clouds,5.46,⚠ Moderate,2025-08-23 20:14:52
Boulouris-sur-Mer,France,43.4167,6.8,27.35,Clear sky,2.75,✅ Safe,2025-08-23 20:14:53
Bourcefranc-le-Chapus,France,45.85,-1.15,25.02,Few clouds,5.52,⚠ Moderate,2025-08-23 20:14:55
Bourg-Charente,France,45.6667,-0.2333,30.09,Clear sky,4.59,✅ Safe,2025-08-23 20:14:57
Bourg-sur-Gironde,France,47.1833,0.05,25.79,Broken clouds,2.89,✅ Safe,2025-08-23 20:14:59
Boursault,France,49.05,3.85,21.26,Overcast clouds,4.77,✅ Safe,2025-08-23 20:15:00
Boutiers-Saint-Trojan,France,45.7167,-0.3,29.96,Clear sky,4.53,✅ Safe,2025-08-23 20:15:02
Bouzeron,France,46.8833,4.7333,23.79,Overcast clouds,4.02,✅ Safe,2025-08-23 20:15:03
Bouzigues,France,43.45,3.65,28.16,Clear sky,4.52,✅ Safe,2025-08-23 20:15:05
Bragassargues,France,43.9167,4.05,31.07,Clear sky,2.87,✅ Safe,2025-08-23 20:15:07
Bram,France,43.25,2.1167,30.34,Clear sky,3.68,✅ Safe,2025-08-23 20:15:09
Bras,France,43.4667,5.95,29.06,Clear sky,4.54,✅ Safe,2025-08-23 20:15:11
Brasles,France,49.05,3.4333,21.62,Overcast clouds,5.09,⚠ Moderate,2025-08-23 20:15:12
Brazey-en-Plaine,France,47.1333,5.2167,23.53,Overcast clouds,4.27,✅ Safe,2025-08-23 20:15:14
Brebieres,France,50.3333,3.0167,20.68,Overcast clouds,3.55,✅ Safe,2025-08-23 20:15:16
Brebotte,France,47.5833,6.9667,21.73,Overcast clouds,1.61,✅ Safe,2025-08-23 20:15:18
Brehan,France,48.0667,-2.6833,23.92,Overcast clouds,1.99,✅ Safe,2025-08-23 20:15:20
Brest,France,48.4,-4.4833,21.39,Overcast clouds,3.37,✅ Safe,2025-08-23 20:15:22
Brethenay,France,48.15,5.1167,20.66,Overcast clouds,4.46,✅ Safe,2025-08-23 20:15:24
Brie,France,45.7333,0.2333,29.86,Few clouds,4.0,✅ Safe,2025-08-23 20:15:26
Brie-sous-Matha,France,45.8167,-0.25,29.26,Few clouds,4.45,✅ Safe,2025-08-23 20:15:27
