Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
As Salimiyah,Kuwait,29.3333,48.0833,39.34,Clear sky,0.95,✅ Safe,2025-08-23 16:47:36
Doha,Kuwait,29.3833,47.8,43.92,Clear sky,3.23,✅ Safe,2025-08-23 16:47:38
Mina' 'Abd Allah,Kuwait,29.0167,48.1667,39.57,Clear sky,4.19,✅ Safe,2025-08-23 16:47:40
Mina' al Ahmadi,Kuwait,29.0667,48.15,40.95,Clear sky,3.81,✅ Safe,2025-08-23 16:47:42
Mina Al Zour,Kuwait,28.7167,48.4,36.97,Clear sky,5.12,⚠ Moderate,2025-08-23 16:47:43
Salmiya,Kuwait,29.3333,48.0833,39.34,Clear sky,0.95,✅ Safe,2025-08-23 16:47:45
Shuwaikh,Kuwait,29.35,47.9333,41.46,Clear sky,0.64,✅ Safe,2025-08-23 16:47:47
