Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Viesville,Belgium,50.4833,4.4,17.76,Overcast clouds,2.39,✅ Safe,2025-08-23 18:36:20
Waardamme,Belgium,51.1167,3.2167,20.3,Scattered clouds,6.37,⚠ Moderate,2025-08-23 18:36:22
Walem,Belgium,51.0667,4.4667,19.21,Broken clouds,3.34,✅ Safe,2025-08-23 18:36:23
Warcoing,Belgium,50.7,3.3333,19.97,Overcast clouds,4.32,✅ Safe,2025-08-23 18:36:25
Willebroek,Belgium,51.0667,4.3667,19.26,Broken clouds,3.57,✅ Safe,2025-08-23 18:36:27
Wulpen,Belgium,51.1,2.7,20.42,Broken clouds,6.05,⚠ Moderate,2025-08-23 18:36:28
Zandvoorde,Belgium,51.2,2.9667,20.6,Few clouds,6.21,⚠ Moderate,2025-08-23 18:36:30
Zeebrugge,Belgium,51.3333,3.2,18.99,Clear sky,5.69,⚠ Moderate,2025-08-23 18:36:32
Zelzate,Belgium,51.2,3.8167,19.67,Few clouds,5.44,⚠ Moderate,2025-08-23 18:36:33
Zemst,Belgium,50.9833,4.4667,19.21,Broken clouds,3.67,✅ Safe,2025-08-23 18:36:35
Aalst,Belgium,50.933,4.033,19.34,Broken clouds,5.13,⚠ Moderate,2025-08-23 18:36:36
Aalter,Belgium,51.083,3.45,20.21,Scattered clouds,6.41,⚠ Moderate,2025-08-23 18:36:38
Adinkerke,Belgium,51.067,2.6,20.51,Overcast clouds,5.85,⚠ Moderate,2025-08-23 18:36:40
Arendonk,Belgium,51.317,5.083,18.88,Clear sky,3.71,✅ Safe,2025-08-23 18:36:42
Afsnee,Belgium,51.033,3.667,19.8,Scattered clouds,5.22,⚠ Moderate,2025-08-23 18:36:43
Argenteau,Belgium,50.7,5.7,18.08,Broken clouds,0.71,✅ Safe,2025-08-23 18:36:45
Antheit,Belgium,50.55,5.217,17.68,Overcast clouds,1.44,✅ Safe,2025-08-23 18:36:46
Amay,Belgium,50.55,5.317,17.46,Overcast clouds,1.54,✅ Safe,2025-08-23 18:36:48
Angleur,Belgium,50.617,5.583,18.01,Broken clouds,0.91,✅ Safe,2025-08-23 18:36:50
Anhee,Belgium,50.317,4.883,17.21,Overcast clouds,2.11,✅ Safe,2025-08-23 18:36:52
Appels,Belgium,51.033,4.067,19.43,Broken clouds,5.23,⚠ Moderate,2025-08-23 18:36:53
Ampsin,Belgium,50.533,5.283,18.11,Overcast clouds,1.53,✅ Safe,2025-08-23 18:36:55
Asper,Belgium,50.917,3.65,19.76,Broken clouds,5.36,⚠ Moderate,2025-08-23 18:36:56
Anseremme,Belgium,50.25,4.9,17.02,Overcast clouds,2.5,✅ Safe,2025-08-23 18:36:58
Ath,Belgium,50.617,3.767,19.2,Overcast clouds,3.64,✅ Safe,2025-08-23 18:36:59
