Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Maiori,Italy,40.65,14.6333,20.09,Light rain,2.16,✅ Safe,2025-08-23 21:53:30
Manfredonia,Italy,41.6333,15.9167,24.42,Overcast clouds,2.02,✅ Safe,2025-08-23 21:53:32
Marano Lagunare,Italy,45.7667,13.1667,24.2,Few clouds,0.72,✅ Safe,2025-08-23 21:53:34
Maratea,Italy,39.9833,15.7167,23.94,Clear sky,1.47,✅ Safe,2025-08-23 21:53:35
Marciana Marina,Italy,42.8,10.2,25.72,Clear sky,1.42,✅ Safe,2025-08-23 21:53:37
Marghera,Italy,45.45,12.2167,24.89,Few clouds,2.22,✅ Safe,2025-08-23 21:53:39
Margherita di Savoia,Italy,41.3667,16.15,23.55,Broken clouds,4.25,✅ Safe,2025-08-23 21:53:41
Marina della Lobra,Italy,40.6,14.3333,25.7,Clear sky,2.84,✅ Safe,2025-08-23 21:53:42
Marina di Camerota,Italy,40.0,15.3667,24.83,Clear sky,1.01,✅ Safe,2025-08-23 21:53:44
Marina di Campo,Italy,42.7333,10.2333,26.24,Clear sky,1.25,✅ Safe,2025-08-23 21:53:45
Marina di Davoli,Italy,38.6667,16.55,27.49,Clear sky,5.85,⚠ Moderate,2025-08-23 21:53:47
Marina di Ginosa,Italy,40.4167,16.8833,26.01,Broken clouds,3.14,✅ Safe,2025-08-23 21:53:49
Marina di Grosseto,Italy,42.7167,10.9833,25.42,Clear sky,3.9,✅ Safe,2025-08-23 21:53:51
Marina di Massa,Italy,44.0,10.1,24.32,Clear sky,1.8,✅ Safe,2025-08-23 21:53:52
Marina di Pisa,Italy,43.6667,10.2667,24.73,Clear sky,3.91,✅ Safe,2025-08-23 21:53:54
Marina di Pisciotta,Italy,40.1,15.2333,22.21,Few clouds,1.45,✅ Safe,2025-08-23 21:53:55
Marina di Ragusa,Italy,36.7833,14.55,26.05,Clear sky,9.89,⚠ Moderate,2025-08-23 21:53:57
Marina Grande,Italy,40.55,14.25,23.58,Clear sky,2.58,✅ Safe,2025-08-23 21:53:59
Marinella di Selinunte,Italy,37.5833,12.7833,26.49,Clear sky,7.27,⚠ Moderate,2025-08-23 21:54:00
Marotta,Italy,43.7667,13.1333,20.31,Scattered clouds,2.86,✅ Safe,2025-08-23 21:54:02
Marsala,Italy,37.8,12.4333,25.68,Clear sky,4.8,✅ Safe,2025-08-23 21:54:04
Massa Lubrense,Italy,40.6,14.3333,25.7,Clear sky,2.84,✅ Safe,2025-08-23 21:54:06
Mazara del Vallo,Italy,37.65,12.5833,25.93,Clear sky,6.01,⚠ Moderate,2025-08-23 21:54:08
Melito di Porto Salvo,Italy,37.9167,15.7833,28.06,Clear sky,8.85,⚠ Moderate,2025-08-23 21:54:09
Meta,Italy,40.65,14.4,25.99,Clear sky,2.93,✅ Safe,2025-08-23 21:54:11
Mili Marina,Italy,38.1167,15.5167,29.0,Clear sky,6.42,⚠ Moderate,2025-08-23 21:54:13
Misano Adriatico,Italy,43.9667,12.7,23.93,Scattered clouds,5.15,⚠ Moderate,2025-08-23 21:54:14
Mola di Bari,Italy,41.0667,17.0833,26.19,Few clouds,2.29,✅ Safe,2025-08-23 21:54:16
"Mondello, Palermo",Italy,38.2,13.3333,26.14,Clear sky,4.73,✅ Safe,2025-08-23 21:54:18
Mondragone,Italy,41.1167,13.8833,23.19,Clear sky,3.61,✅ Safe,2025-08-23 21:54:20
Montalto di Castro,Italy,42.35,11.6167,25.91,Clear sky,5.26,⚠ Moderate,2025-08-23 21:54:21
Monterosso al Mare,Italy,44.15,9.65,24.84,Clear sky,1.72,✅ Safe,2025-08-23 21:54:23
Muggia,Italy,45.6,13.7667,24.46,Broken clouds,1.42,✅ Safe,2025-08-23 21:54:25
Napoli,Italy,40.8333,14.25,22.62,Clear sky,3.7,✅ Safe,2025-08-23 21:54:27
Nettuno,Italy,41.4667,12.6833,26.89,Few clouds,4.99,✅ Safe,2025-08-23 21:54:28
Noli,Italy,44.2,8.4333,26.23,Few clouds,1.5,✅ Safe,2025-08-23 21:54:30
Nova Siri,Italy,40.15,16.5333,22.36,Light rain,1.06,✅ Safe,2025-08-23 21:54:32
Numana,Italy,43.5167,13.6167,23.06,Few clouds,1.76,✅ Safe,2025-08-23 21:54:34
Ognina,Italy,36.9833,15.25,29.41,Clear sky,3.64,✅ Safe,2025-08-23 21:54:36
Olbia,Italy,40.9167,9.5167,28.48,Clear sky,5.22,⚠ Moderate,2025-08-23 21:54:38
Orbetello,Italy,42.45,11.2167,26.11,Clear sky,3.54,✅ Safe,2025-08-23 21:54:39
Palermo,Italy,38.1167,13.3667,26.92,Clear sky,3.61,✅ Safe,2025-08-23 21:54:42
Palinuro,Italy,40.0333,15.2833,24.88,Clear sky,1.26,✅ Safe,2025-08-23 21:54:43
Palmi,Italy,38.35,15.85,24.88,Light rain,5.32,⚠ Moderate,2025-08-23 21:54:45
Paola,Italy,39.35,16.0333,24.45,Clear sky,1.36,✅ Safe,2025-08-23 21:54:47
Patti,Italy,38.1333,14.9667,27.79,Clear sky,6.22,⚠ Moderate,2025-08-23 21:54:49
Pedaso,Italy,43.1,13.8333,22.04,Moderate rain,2.67,✅ Safe,2025-08-23 21:54:51
Pesaro,Italy,43.9,12.9167,23.44,Scattered clouds,3.43,✅ Safe,2025-08-23 21:54:53
Pescara,Italy,42.4667,14.2333,24.98,Clear sky,2.94,✅ Safe,2025-08-23 21:54:55
Piano di Sorrento,Italy,40.6333,14.3833,25.82,Clear sky,2.91,✅ Safe,2025-08-23 21:54:56
Pianosa,Italy,42.5667,10.0667,25.6,Clear sky,1.12,✅ Safe,2025-08-23 21:54:58
Pier Isab,Italy,37.1167,15.25,28.41,Clear sky,5.36,⚠ Moderate,2025-08-23 21:55:00
Pizzo,Italy,38.7333,16.1667,26.23,Light rain,5.17,⚠ Moderate,2025-08-23 21:55:01
Polignano a Mare,Italy,41.0,17.2167,25.31,Few clouds,1.87,✅ Safe,2025-08-23 21:55:03
Pomezia,Italy,41.6667,12.5,26.66,Few clouds,4.4,✅ Safe,2025-08-23 21:55:05
Ponza,Italy,40.9,12.9667,25.41,Clear sky,4.53,✅ Safe,2025-08-23 21:55:07
Porticello,Italy,38.1,13.5333,27.49,Clear sky,4.54,✅ Safe,2025-08-23 21:55:09
Portici,Italy,40.8167,14.3333,26.71,Clear sky,3.4,✅ Safe,2025-08-23 21:55:11
Portigliola,Italy,38.2333,16.2167,26.54,Clear sky,2.91,✅ Safe,2025-08-23 21:55:13
Porto Conte Torre Nuova,Italy,40.6,8.2,24.56,Clear sky,6.57,⚠ Moderate,2025-08-23 21:55:14
Porto Ercole,Italy,42.3833,11.2,25.44,Clear sky,3.5,✅ Safe,2025-08-23 21:55:16
Porto Foxi (Sarroch),Italy,39.05,9.0,28.31,Clear sky,5.99,⚠ Moderate,2025-08-23 21:55:18
Porto Levante,Italy,45.05,12.3667,24.75,Clear sky,2.08,✅ Safe,2025-08-23 21:55:20
Porto Palo,Italy,37.5667,12.9,26.97,Clear sky,7.78,⚠ Moderate,2025-08-23 21:55:22
Porto Recanati,Italy,43.4333,13.6667,23.21,Clear sky,2.16,✅ Safe,2025-08-23 21:55:24
Porto San Giorgio,Italy,43.1833,13.8,22.47,Light rain,3.35,✅ Safe,2025-08-23 21:55:26
Porto Tolle,Italy,44.9333,12.3667,24.74,Clear sky,2.85,✅ Safe,2025-08-23 21:55:28
Porto Viro,Italy,45.05,12.25,24.81,Few clouds,2.09,✅ Safe,2025-08-23 21:55:30
Portopalo,Italy,36.6833,15.1333,28.2,Clear sky,11.07,⚡ Dangerous,2025-08-23 21:55:32
Portovenere,Italy,44.05,9.85,26.47,Clear sky,1.04,✅ Safe,2025-08-23 21:55:34
Pozzallo,Italy,36.7167,14.85,28.17,Clear sky,9.61,⚠ Moderate,2025-08-23 21:55:36
Pozzillo,Italy,37.65,15.1833,27.8,Clear sky,3.71,✅ Safe,2025-08-23 21:55:38
Praia a Mare,Italy,39.9,15.7833,24.48,Clear sky,1.76,✅ Safe,2025-08-23 21:55:40
Priolo Gargallo,Italy,37.15,15.1833,28.57,Clear sky,4.52,✅ Safe,2025-08-23 21:55:42
Rapallo,Italy,44.35,9.2333,26.19,Few clouds,1.74,✅ Safe,2025-08-23 21:55:43
Recco,Italy,44.3667,9.15,26.9,Few clouds,1.74,✅ Safe,2025-08-23 21:55:45
Reggio di Calabria,Italy,38.1,15.65,27.12,Clear sky,6.34,⚠ Moderate,2025-08-23 21:55:46
Riccione,Italy,43.9833,12.65,23.66,Scattered clouds,5.1,⚠ Moderate,2025-08-23 21:55:48
Rimini,Italy,44.0667,12.5833,24.25,Scattered clouds,6.05,⚠ Moderate,2025-08-23 21:55:50
Rio Maggiore,Italy,44.1,9.7333,24.87,Clear sky,1.44,✅ Safe,2025-08-23 21:55:52
Riposto,Italy,37.7333,15.2,28.9,Clear sky,2.47,✅ Safe,2025-08-23 21:55:54
Riva Trigoso,Italy,44.2667,9.4167,26.7,Clear sky,1.51,✅ Safe,2025-08-23 21:55:56
Roccella Ionica,Italy,38.3167,16.4,27.63,Clear sky,7.23,⚠ Moderate,2025-08-23 21:55:58
Rosignano Solvay,Italy,43.3833,10.4333,25.06,Clear sky,3.69,✅ Safe,2025-08-23 21:55:59
"Saline, Reggio Calabria",Italy,37.95,15.7,28.17,Clear sky,9.38,⚠ Moderate,2025-08-23 21:56:01
San Benedetto del Tronto,Italy,42.95,13.8833,21.73,Moderate rain,0.6,✅ Safe,2025-08-23 21:56:03
San Felice Circeo,Italy,41.2333,13.0833,26.34,Clear sky,4.25,✅ Safe,2025-08-23 21:56:05
Santa Foca di Melendugno,Italy,40.2667,18.3333,26.31,Scattered clouds,4.31,✅ Safe,2025-08-23 21:56:07
Santa Maria di Castellabate,Italy,40.2833,14.95,25.73,Clear sky,2.03,✅ Safe,2025-08-23 21:56:08
Santa Maria Navarrese,Italy,39.9833,9.6833,27.65,Clear sky,2.56,✅ Safe,2025-08-23 21:56:10
Santa Marina Salina,Italy,38.5667,14.8667,24.94,Clear sky,8.1,⚠ Moderate,2025-08-23 21:56:12
Santa Marinella,Italy,42.0333,11.85,25.4,Clear sky,4.09,✅ Safe,2025-08-23 21:56:14
Santa Panagia,Italy,37.1,15.25,28.54,Clear sky,5.14,⚠ Moderate,2025-08-23 21:56:16
Santa Teresa di Gallura,Italy,41.2333,9.1833,24.42,Clear sky,10.78,⚡ Dangerous,2025-08-23 21:56:18
Sant'Antioco,Italy,39.0667,8.45,25.96,Clear sky,8.15,⚠ Moderate,2025-08-23 21:56:20
Santo Stefano al Mare,Italy,43.8333,7.8833,27.28,Few clouds,2.07,✅ Safe,2025-08-23 21:56:22
Santo Stefano di Camastra,Italy,38.0167,14.35,26.24,Few clouds,4.02,✅ Safe,2025-08-23 21:56:24
Sapri,Italy,40.0667,15.6333,23.87,Few clouds,1.63,✅ Safe,2025-08-23 21:56:26
Savelletri,Italy,40.8667,17.4167,25.33,Scattered clouds,1.71,✅ Safe,2025-08-23 21:56:35
Savona,Italy,44.2833,8.5,24.86,Scattered clouds,1.73,✅ Safe,2025-08-23 21:56:40
Scalea,Italy,39.8167,15.7833,24.56,Clear sky,1.35,✅ Safe,2025-08-23 21:56:42
Scario,Italy,40.05,15.4833,22.5,Clear sky,1.36,✅ Safe,2025-08-23 21:56:44
Scauri,Italy,41.25,13.7,25.35,Few clouds,3.64,✅ Safe,2025-08-23 21:56:46
Sciacca,Italy,37.5167,13.05,27.02,Clear sky,8.18,⚠ Moderate,2025-08-23 21:56:48
Scilla,Italy,38.25,15.7167,26.8,Clear sky,5.44,⚠ Moderate,2025-08-23 21:56:50
Scoglitti,Italy,36.8833,14.4333,25.75,Clear sky,10.1,⚡ Dangerous,2025-08-23 21:56:54
Senigallia,Italy,43.7167,13.2167,22.97,Scattered clouds,3.65,✅ Safe,2025-08-23 21:56:55
Sestri Levante,Italy,44.2667,9.4,24.52,Clear sky,1.54,✅ Safe,2025-08-23 21:56:57
Sferracavallo,Italy,38.2,13.2333,25.76,Clear sky,4.34,✅ Safe,2025-08-23 21:56:59
Siderno Marina,Italy,38.2667,16.3,27.67,Clear sky,4.63,✅ Safe,2025-08-23 21:57:02
