Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Schoterzijl,Netherlands,52.817,5.8,17.84,Overcast clouds,4.93,✅ Safe,2025-08-23 17:17:02
't Horntje,Netherlands,53.0,4.783,17.74,Overcast clouds,6.21,⚠ Moderate,2025-08-23 17:17:03
Tolkamer,Netherlands,51.85,6.1,17.69,Overcast clouds,3.66,✅ Safe,2025-08-23 17:17:05
Tjerkwerd,Netherlands,53.05,5.5,17.81,Overcast clouds,5.53,⚠ Moderate,2025-08-23 17:17:07
Tollebeek,Netherlands,52.683,5.683,17.99,Overcast clouds,5.44,⚠ Moderate,2025-08-23 17:17:09
Terhorne,Netherlands,53.033,5.783,17.91,Overcast clouds,5.67,⚠ Moderate,2025-08-23 17:17:10
Terschelling,Netherlands,53.4,5.35,17.61,Overcast clouds,6.85,⚠ Moderate,2025-08-23 17:17:12
't Waar,Netherlands,53.217,6.933,17.82,Light rain,6.58,⚠ Moderate,2025-08-23 17:17:14
Uffelte,Netherlands,52.783,6.283,17.93,Overcast clouds,4.88,✅ Safe,2025-08-23 17:17:15
Urmond,Netherlands,51.0,5.767,17.77,Overcast clouds,3.79,✅ Safe,2025-08-23 17:17:17
Uitgeest,Netherlands,52.533,4.717,17.88,Overcast clouds,4.49,✅ Safe,2025-08-23 17:17:19
Uitermeer,Netherlands,52.3,5.083,17.96,Overcast clouds,2.93,✅ Safe,2025-08-23 17:17:21
Varsen,Netherlands,52.517,6.383,17.84,Overcast clouds,5.02,⚠ Moderate,2025-08-23 17:17:23
Velsen,Netherlands,52.4666,4.65,17.89,Overcast clouds,4.62,✅ Safe,2025-08-23 17:17:24
Vierlingsbeek,Netherlands,51.5964371,6.0071434,17.65,Overcast clouds,3.28,✅ Safe,2025-08-23 17:17:26
Vlaardingen,Netherlands,51.9120668,4.3494366,18.22,Overcast clouds,3.34,✅ Safe,2025-08-23 17:17:28
Veenoord,Netherlands,52.717,6.85,17.75,Overcast clouds,5.68,⚠ Moderate,2025-08-23 17:17:29
Vrouwenakker,Netherlands,52.233,4.783,17.96,Overcast clouds,2.86,✅ Safe,2025-08-23 17:17:31
Velsen-Noord,Netherlands,52.467,4.65,17.89,Overcast clouds,4.62,✅ Safe,2025-08-23 17:17:33
Waalre,Netherlands,51.3878333,5.4432025,18.1,Broken clouds,3.55,✅ Safe,2025-08-23 17:17:34
Waarde,Netherlands,51.417,4.05,19.07,Overcast clouds,4.86,✅ Safe,2025-08-23 17:17:36
Well,Netherlands,51.55,6.1,17.62,Overcast clouds,3.23,✅ Safe,2025-08-23 17:17:38
Weurt,Netherlands,51.85,5.817,17.71,Overcast clouds,3.38,✅ Safe,2025-08-23 17:17:40
West-Graftdijk,Netherlands,52.55,4.783,17.87,Overcast clouds,4.16,✅ Safe,2025-08-23 17:17:42
Wieringermeer,Netherlands,52.85,5.017,17.78,Overcast clouds,5.38,⚠ Moderate,2025-08-23 17:17:44
Wilhelminadorp,Netherlands,51.533,3.9,18.91,Overcast clouds,4.98,✅ Safe,2025-08-23 17:17:46
Wehe-den Hoorn,Netherlands,53.367,6.417,17.65,Overcast clouds,6.97,⚠ Moderate,2025-08-23 17:17:47
Warfhuizen,Netherlands,53.35,6.433,17.66,Overcast clouds,6.74,⚠ Moderate,2025-08-23 17:17:49
Westkapelle,Netherlands,51.517,3.433,19.26,Scattered clouds,5.56,⚠ Moderate,2025-08-23 17:17:51
Waalwijk,Netherlands,51.6878954,5.0574822,17.94,Overcast clouds,4.01,✅ Safe,2025-08-23 17:17:53
Winsum,Netherlands,53.333,6.517,17.69,Overcast clouds,6.54,⚠ Moderate,2025-08-23 17:17:54
Woerden,Netherlands,52.0798287,4.8627239,17.88,Overcast clouds,2.82,✅ Safe,2025-08-23 17:17:56
Wieringen/Den Oever,Netherlands,52.933,5.033,16.51,Overcast clouds,5.98,⚠ Moderate,2025-08-23 17:17:58
Welsrijp,Netherlands,53.167,5.6,17.71,Overcast clouds,5.89,⚠ Moderate,2025-08-23 17:17:59
Weesp,Netherlands,52.3080507,5.0406217,17.95,Overcast clouds,2.78,✅ Safe,2025-08-23 17:18:01
Zuidbroek,Netherlands,53.167,6.867,17.82,Overcast clouds,6.21,⚠ Moderate,2025-08-23 17:18:03
Zuidlaren,Netherlands,53.1,6.683,17.79,Overcast clouds,5.34,⚠ Moderate,2025-08-23 17:18:04
Zwaanshoek,Netherlands,52.317,4.617,18.02,Overcast clouds,3.87,✅ Safe,2025-08-23 17:18:06
Zoutelande,Netherlands,51.5,3.467,19.26,Scattered clouds,5.61,⚠ Moderate,2025-08-23 17:18:08
Zandpol,Netherlands,52.7,6.867,17.77,Overcast clouds,5.78,⚠ Moderate,2025-08-23 17:18:10
Zijpersluis,Netherlands,52.733,4.683,17.77,Overcast clouds,4.99,✅ Safe,2025-08-23 17:18:11
Zutphen,Netherlands,52.142736,6.1960584,17.78,Overcast clouds,4.41,✅ Safe,2025-08-23 17:18:13
Zwijndrecht,Netherlands,51.8105978,4.6272719,18.07,Overcast clouds,2.92,✅ Safe,2025-08-23 17:18:15
Zwinderen,Netherlands,52.733,6.683,17.77,Overcast clouds,5.43,⚠ Moderate,2025-08-23 17:18:17
