Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Kampong Saom,Cambodia,10.6,103.5167,26.42,Few clouds,5.84,⚠ Moderate,2025-08-23 16:45:22
Ta Khmau,Cambodia,11.4833,104.95,29.36,Broken clouds,6.87,⚠ Moderate,2025-08-23 16:45:23
Phnom Penh,Cambodia,11.5563738,104.9282099,29.46,Broken clouds,7.14,⚠ Moderate,2025-08-23 16:45:24
Sihanoukville,Cambodia,10.63333,103.5,27.98,Scattered clouds,6.01,⚠ Moderate,2025-08-23 16:45:26
Sihanoukville,Cambodia,10.63333,103.5,27.98,Scattered clouds,6.01,⚠ Moderate,2025-08-23 16:45:27
