Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Hameln,Germany,52.1,9.35,17.61,Overcast clouds,6.26,⚠ Moderate,2025-08-23 18:56:14
Hamm,Germany,51.6833,7.8,18.29,Broken clouds,5.3,⚠ Moderate,2025-08-23 18:56:16
Hanau,Germany,50.1333,8.9,18.71,Overcast clouds,4.92,✅ Safe,2025-08-23 18:56:18
Hannover,Germany,52.3667,9.7167,17.82,Moderate rain,5.91,⚠ Moderate,2025-08-23 18:56:20
Harlesiel,Germany,53.7,7.8,18.26,Clear sky,8.44,⚠ Moderate,2025-08-23 18:56:22
Haseldorf,Germany,53.6333,9.6,18.27,Clear sky,5.91,⚠ Moderate,2025-08-23 18:56:24
Hasloch,Germany,49.7833,9.4833,19.1,Broken clouds,6.04,⚠ Moderate,2025-08-23 18:56:26
Hattenheim,Germany,50.0167,8.05,18.66,Overcast clouds,4.13,✅ Safe,2025-08-23 18:56:27
Hehlen,Germany,51.9833,9.4667,17.49,Overcast clouds,6.11,⚠ Moderate,2025-08-23 18:56:29
Heidelberg,Germany,49.4167,8.7,19.92,Overcast clouds,4.67,✅ Safe,2025-08-23 18:56:31
Heidesheim,Germany,50.0,8.1333,19.04,Overcast clouds,3.9,✅ Safe,2025-08-23 18:56:32
Heimersheim,Germany,49.7667,8.0833,18.05,Overcast clouds,4.37,✅ Safe,2025-08-23 18:56:34
Heinrichsberg,Germany,52.2667,11.7333,17.34,Overcast clouds,7.19,⚠ Moderate,2025-08-23 18:56:35
Helgoland,Germany,54.1667,7.8833,16.38,Clear sky,8.82,⚠ Moderate,2025-08-23 18:56:37
Hemmoor,Germany,53.7,9.1167,18.17,Clear sky,7.56,⚠ Moderate,2025-08-23 18:56:39
Hennigsdorf,Germany,52.6333,13.2167,16.11,Heavy intensity rain,5.15,⚠ Moderate,2025-08-23 18:56:40
Herbertingen,Germany,48.0667,9.4333,18.94,Broken clouds,3.36,✅ Safe,2025-08-23 18:56:42
Herbornseelbach,Germany,50.7,8.3333,17.1,Overcast clouds,4.04,✅ Safe,2025-08-23 18:56:44
Herbrum,Germany,53.0333,7.3167,18.45,Overcast clouds,5.73,⚠ Moderate,2025-08-23 18:56:45
Hergatz,Germany,47.65,9.8333,19.18,Overcast clouds,1.69,✅ Safe,2025-08-23 18:56:47
Herne,Germany,51.55,7.2167,18.54,Scattered clouds,3.45,✅ Safe,2025-08-23 18:56:49
Herten,Germany,51.6,7.1333,18.46,Few clouds,3.57,✅ Safe,2025-08-23 18:56:50
Hesselte,Germany,52.4167,7.3833,18.35,Overcast clouds,6.04,⚠ Moderate,2025-08-23 18:56:52
Hiddingsel,Germany,51.8333,7.4,18.41,Overcast clouds,4.9,✅ Safe,2025-08-23 18:56:53
Hiltrup,Germany,51.9,7.6333,18.32,Overcast clouds,5.11,⚠ Moderate,2025-08-23 18:56:55
Hirzenhain,Germany,50.4,9.1333,17.27,Overcast clouds,5.26,⚠ Moderate,2025-08-23 18:56:56
Hitdorf,Germany,51.0667,6.9333,18.83,Overcast clouds,3.71,✅ Safe,2025-08-23 18:56:58
Hochst,Germany,50.1,8.55,18.71,Overcast clouds,3.81,✅ Safe,2025-08-23 18:56:59
Hochstadt,Germany,49.2333,8.2,19.93,Overcast clouds,4.09,✅ Safe,2025-08-23 18:57:01
Hohenhameln,Germany,52.2667,10.0667,17.55,Overcast clouds,7.06,⚠ Moderate,2025-08-23 18:57:02
Hohensaaten,Germany,52.8667,14.15,15.29,Overcast clouds,7.47,⚠ Moderate,2025-08-23 18:57:03
Hohenwarthe,Germany,52.2333,11.7167,17.33,Overcast clouds,7.3,⚠ Moderate,2025-08-23 18:57:05
Hollenstedt,Germany,51.7333,9.95,17.42,Overcast clouds,6.36,⚠ Moderate,2025-08-23 18:57:06
Holzminden,Germany,51.8167,9.45,17.54,Overcast clouds,4.92,✅ Safe,2025-08-23 18:57:08
Homberg,Germany,51.45,6.6833,18.89,Overcast clouds,2.85,✅ Safe,2025-08-23 18:57:10
Hooge,Germany,54.5667,8.55,16.37,Clear sky,7.3,⚠ Moderate,2025-08-23 18:57:12
Hooksiel,Germany,53.6333,8.0167,18.28,Few clouds,7.83,⚠ Moderate,2025-08-23 18:57:14
Hoopte,Germany,53.4,10.1667,18.12,Few clouds,5.49,⚠ Moderate,2025-08-23 18:57:15
Hoppegarten,Germany,52.5167,13.6667,15.77,Overcast clouds,5.92,⚠ Moderate,2025-08-23 18:57:16
Horselberg,Germany,50.9667,10.4167,16.85,Overcast clouds,5.21,⚠ Moderate,2025-08-23 18:57:18
Horumersiel,Germany,53.6833,8.0167,18.27,Clear sky,8.01,⚠ Moderate,2025-08-23 18:57:20
Hubertushohe,Germany,52.2333,13.9667,15.88,Moderate rain,4.83,✅ Safe,2025-08-23 18:57:22
Hundsmuhlen,Germany,53.1,8.1833,18.21,Overcast clouds,5.69,⚠ Moderate,2025-08-23 18:57:23
Hunsborn,Germany,50.9333,7.8833,16.09,Broken clouds,4.5,✅ Safe,2025-08-23 18:57:25
Huttingen,Germany,49.9671242,6.5879525,17.34,Overcast clouds,4.5,✅ Safe,2025-08-23 18:57:27
Igersheim,Germany,49.5,9.8167,18.43,Broken clouds,5.2,⚠ Moderate,2025-08-23 18:57:28
Ihrlerstein,Germany,48.9345588,11.8668228,17.51,Overcast clouds,4.41,✅ Safe,2025-08-23 18:57:29
Ingolstadt,Germany,48.7667,11.4333,18.59,Overcast clouds,4.98,✅ Safe,2025-08-23 18:57:31
