Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Toranagallu,India,15.2,76.6833,28.47,Overcast clouds,6.68,⚠ Moderate,2025-08-23 16:38:08
Tumkur,India,16.5,77.0833,29.41,Overcast clouds,7.56,⚠ Moderate,2025-08-23 16:38:10
Tuticorin,India,8.7833,78.1333,30.68,Overcast clouds,4.1,✅ Safe,2025-08-23 16:38:11
Uran,India,18.8833,72.9333,27.52,Overcast clouds,8.7,⚠ Moderate,2025-08-23 16:38:12
Vadodara,India,22.3,73.2,27.24,Overcast clouds,6.19,⚠ Moderate,2025-08-23 16:38:14
Visakhapatnam,India,17.7,83.3,32.51,Overcast clouds,5.22,⚠ Moderate,2025-08-23 16:38:15
Wada,India,18.9833,73.75,22.93,Overcast clouds,7.69,⚠ Moderate,2025-08-23 16:38:16
port of Nhava Sheva,India,19.0330488,73.02966,27.5,Broken clouds,7.91,⚠ Moderate,2025-08-23 16:38:18
Port of Mundra,India,22.756025,69.636455,28.29,Overcast clouds,9.71,⚠ Moderate,2025-08-23 16:38:19
Port of Bangalore,India,12.98333333,77.58333333,27.64,Overcast clouds,4.17,✅ Safe,2025-08-23 16:38:20
Port of Ahmedabad,India,23.03,72.58,29.7,Light rain,5.8,⚠ Moderate,2025-08-23 16:38:22
Amini Island,India,11.117,72.733,27.2,Overcast clouds,6.19,⚠ Moderate,2025-08-23 16:38:23
Baindur,India,13.866,74.6333,27.69,Overcast clouds,3.42,✅ Safe,2025-08-23 16:38:24
Bedi,India,22.4977692,70.0445662,29.37,Overcast clouds,9.91,⚠ Moderate,2025-08-23 16:38:26
Beypore,India,11.173585,75.8040022,26.94,Overcast clouds,5.44,⚠ Moderate,2025-08-23 16:38:27
GRFL ICD/Ballabhgarh,India,28.35,77.31667,29.87,Broken clouds,4.09,✅ Safe,2025-08-23 16:38:28
Bheemunipatnam,India,17.8875169,83.4456801,32.48,Overcast clouds,3.26,✅ Safe,2025-08-23 16:38:30
Cuddalore,India,11.75,79.75,29.94,Overcast clouds,3.8,✅ Safe,2025-08-23 16:38:31
Chikaballur,India,13.2074794,77.9884958,28.19,Overcast clouds,5.26,⚠ Moderate,2025-08-23 16:38:32
Cannanore,India,11.8744775,75.3703662,28.4,Overcast clouds,5.63,⚠ Moderate,2025-08-23 16:38:34
Dahej,India,21.7129335,72.582009,28.14,Overcast clouds,10.52,⚡ Dangerous,2025-08-23 16:38:35
Ennore,India,13.2666,80.35,30.62,Overcast clouds,7.89,⚠ Moderate,2025-08-23 16:38:37
Ernakulam,India,9.98333,76.28333,27.86,Overcast clouds,4.53,✅ Safe,2025-08-23 16:38:38
Gandhar,India,21.083,72.633,27.28,Overcast clouds,11.67,⚡ Dangerous,2025-08-23 16:38:39
Greater Nodia,India,28.817,77.883,30.36,Overcast clouds,3.12,✅ Safe,2025-08-23 16:38:41
Greater Noida,India,28.467,77.517,30.18,Overcast clouds,4.12,✅ Safe,2025-08-23 16:38:42
Haldia,India,22.0666742,88.0698118,26.72,Overcast clouds,6.32,⚠ Moderate,2025-08-23 16:38:43
Mangalore,India,12.9141417,74.8559568,28.14,Overcast clouds,3.51,✅ Safe,2025-08-23 16:38:45
Jakhau,India,23.218611,68.716944,29.27,Broken clouds,8.38,⚠ Moderate,2025-08-23 16:38:46
Port Jawaharlal Nehru,India,18.95,72.95,26.94,Overcast clouds,8.67,⚠ Moderate,2025-08-23 16:38:48
Kakinada,India,16.9890648,82.2474648,33.14,Overcast clouds,4.81,✅ Safe,2025-08-23 16:38:49
Kallai,India,25.0345221,86.5981031,28.66,Overcast clouds,4.72,✅ Safe,2025-08-23 16:38:50
Kalpeni Island,India,10.067,73.633,27.12,Overcast clouds,6.52,⚠ Moderate,2025-08-23 16:38:52
Krishnapatnam,India,14.2886008,80.1248476,33.38,Overcast clouds,2.81,✅ Safe,2025-08-23 16:38:53
Mithivirdi,India,21.467,72.233,28.25,Overcast clouds,10.56,⚡ Dangerous,2025-08-23 16:38:54
Navlakhi,India,21.5177091,70.3163535,27.33,Broken clouds,9.46,⚠ Moderate,2025-08-23 16:38:56
New Mangalore,India,12.9477532,74.8214693,28.11,Overcast clouds,3.53,✅ Safe,2025-08-23 16:38:57
Paradip Port,India,20.25,86.583,27.92,Overcast clouds,3.49,✅ Safe,2025-08-23 16:38:58
Sahnewal,India,30.85,75.95,30.84,Overcast clouds,3.38,✅ Safe,2025-08-23 16:39:00
Vizagapatanam,India,17.6411439,82.6712877,31.34,Overcast clouds,3.2,✅ Safe,2025-08-23 16:39:01
Vizag,India,17.7,83.25,33.04,Overcast clouds,4.91,✅ Safe,2025-08-23 16:39:02
