Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Kiamari,Pakistan,24.8167,66.9667,28.73,Overcast clouds,8.71,⚠ Moderate,2025-08-23 16:53:29
Muhammad Bin Qasim/Karachi,Pakistan,24.7667,67.3333,30.67,Overcast clouds,9.09,⚠ Moderate,2025-08-23 16:53:31
Port of Karachi,Pakistan,24.81666667,66.98333333,28.73,Overcast clouds,8.71,⚠ Moderate,2025-08-23 16:53:32
Keti Bandar,Pakistan,24.133,67.433,29.11,Broken clouds,8.85,⚠ Moderate,2025-08-23 16:53:33
Karachi Container Terminal,Pakistan,24.835865,66.9831639,28.73,Overcast clouds,8.71,⚠ Moderate,2025-08-23 16:53:35
Pakistan International Container Te,Pakistan,30.375321,69.345116,34.32,Clear sky,2.49,✅ Safe,2025-08-23 16:53:36
