Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Jinghong,China,22.0167,100.8,21.87,Overcast clouds,0.39,✅ Safe,2025-08-23 16:21:08
Jingjiang Pt,China,32.0333,120.2833,30.04,Few clouds,1.9,✅ Safe,2025-08-23 16:21:10
Jinguzhou,China,22.5167,113.0167,30.27,Scattered clouds,5.38,⚠ Moderate,2025-08-23 16:21:12
Jingzhou Pt,China,30.3,112.2667,29.65,Clear sky,4.55,✅ Safe,2025-08-23 16:21:13
Jinjing,China,25.5,119.7833,29.65,Clear sky,0.82,✅ Safe,2025-08-23 16:21:15
Jinzhou Pt,China,41.1167,121.15,25.58,Broken clouds,3.58,✅ Safe,2025-08-23 16:21:17
Jiujiang,China,22.8333,113.0,31.6,Light rain,4.98,✅ Safe,2025-08-23 16:21:19
Jiujiang Pt,China,29.7167,115.9667,29.56,Broken clouds,1.89,✅ Safe,2025-08-23 16:21:20
Jiuzhen,China,24.0333,117.7,28.02,Clear sky,3.1,✅ Safe,2025-08-23 16:21:22
Jurong,China,31.9167,119.1667,29.53,Clear sky,1.83,✅ Safe,2025-08-23 16:21:23
Kaifeng,China,34.7833,114.3333,31.01,Overcast clouds,3.05,✅ Safe,2025-08-23 16:21:25
Laizhou Pt,China,37.1667,119.95,26.61,Moderate rain,0.3,✅ Safe,2025-08-23 16:21:26
Lanshan Pt,China,35.0667,119.3667,30.1,Clear sky,3.47,✅ Safe,2025-08-23 16:21:28
Lanxi,China,29.2,119.4667,30.04,Clear sky,0.65,✅ Safe,2025-08-23 16:21:30
Lianhuashan Pt,China,23.0167,115.2667,28.21,Scattered clouds,2.83,✅ Safe,2025-08-23 16:21:31
Lianyungang,China,34.7167,119.4333,28.97,Scattered clouds,4.08,✅ Safe,2025-08-23 16:21:33
Lianzhou,China,24.7667,112.35,28.38,Overcast clouds,0.63,✅ Safe,2025-08-23 16:21:34
Liling,China,27.6667,113.4833,30.47,Broken clouds,1.26,✅ Safe,2025-08-23 16:21:36
